provincia,anio,valor_transacciones_miles_euros,n_trimestres_disponibles
Tarragona,2021,95292.3,4
Tarragona,2022,98199.56,4
Tarragona,2023,74173.28,4
Tarragona,2024,62784.35,4
Tarragona,2025,99299.89,4
Tarragona,2026,29881.53,1
Teruel,2004,9734.9,4
Teruel,2005,13597.800000000001,4
Teruel,2006,11757.7,4
Teruel,2007,16110.05602,4
Teruel,2008,35683.3,4
Teruel,2009,8290.23,4
Teruel,2010,5498.9800000000005,4
Teruel,2011,4229.75,4
Teruel,2012,1851.3200000000002,4
Teruel,2013,1874.9699999999998,4
Teruel,2014,2220.95,4
Teruel,2015,1201.8200000000002,4
Teruel,2016,2305.69,4
Teruel,2017,1892.05,4
Teruel,2018,4002.34,4
Teruel,2019,2844.72,4
Teruel,2020,2689.25,4
Teruel,2021,2568.92,4
Teruel,2022,4611.6,4
Teruel,2023,4078.79,4
Teruel,2024,1286.6200000000001,4
Teruel,2025,8342.92,4
Teruel,2026,1524.5,1
Toledo,2004,393057.39999999997,4
Toledo,2005,446273.3,4
Toledo,2006,360799.60000000003,4
Toledo,2007,615524.79367,4
Toledo,2008,487917.97000000003,4
Toledo,2009,308121.27,4
Toledo,2010,110237.34,4
Toledo,2011,108512.31,4
Toledo,2012,40573.34,4
Toledo,2013,54045.94,4
Toledo,2014,23216.13,4
Toledo,2015,38566.24,4
Toledo,2016,39214.19,4
Toledo,2017,52436.67,4
Toledo,2018,54893.92,4
Toledo,2019,66562.17,4
Toledo,2020,116714.22,4
Toledo,2021,201342.62,4
Toledo,2022,102823.38,4
Toledo,2023,70944.13,4
Toledo,2024,69551.59,4
Toledo,2025,96338.15000000001,4
Toledo,2026,25819.47,1
Valencia/València,2004,1065754.6,4
Valencia/València,2005,1057462.6,4
Valencia/València,2006,781389.1,4
Valencia/València,2007,715846.70132,4
Valencia/València,2008,428804.52,4
Valencia/València,2009,208138.08000000002,4
Valencia/València,2010,121745.87,4
Valencia/València,2011,138605.54,4
Valencia/València,2012,108881.2,4
Valencia/València,2013,87714.99,4
Valencia/València,2014,53368.47,4
Valencia/València,2015,77556.01999999999,4
Valencia/València,2016,77683.93,4
Valencia/València,2017,173550.62,4
Valencia/València,2018,189031.83000000002,4
Valencia/València,2019,226637.28999999998,4
Valencia/València,2020,99125.42,4
Valencia/València,2021,156228.46,4
Valencia/València,2022,167325.47,4
Valencia/València,2023,148670.46000000002,4
Valencia/València,2024,163122.19,4
Valencia/València,2025,311078.01,4
Valencia/València,2026,142445.72,1
Valladolid,2004,161331.1,4
Valladolid,2005,129887.29999999999,4
Valladolid,2006,115303.4,4
Valladolid,2007,106020.20852,4
Valladolid,2008,119396.49,4
Valladolid,2009,29129.58,4
Valladolid,2010,50525.65,4
Valladolid,2011,22876.18,4
Valladolid,2012,18930.86,4
Valladolid,2013,13590.26,4
Valladolid,2014,21169.46,4
Valladolid,2015,11474.55,4
Valladolid,2016,16564.45,4
Valladolid,2017,30667.81,4
Valladolid,2018,23860.21,4
Valladolid,2019,25059.0,4
Valladolid,2020,18622.53,4
Valladolid,2021,34676.15,4
Valladolid,2022,32130.32,4
Valladolid,2023,22397.64,4
Valladolid,2024,23429.15,4
Valladolid,2025,38865.0,4
Valladolid,2026,9967.13,1
Vizcaya,2004,395522.8,4
Vizcaya,2005,448440.7,4
Vizcaya,2006,321463.2,4
Vizcaya,2007,284979.74436,4
Vizcaya,2008,196801.05,4
Vizcaya,2009,156189.86,4
Vizcaya,2010,111268.13,4
Vizcaya,2011,47017.28,4
Vizcaya,2012,60490.42,4
Vizcaya,2013,61893.350000000006,4
Vizcaya,2014,47344.65,4
Vizcaya,2015,62762.47,4
Vizcaya,2016,24382.86,4
Vizcaya,2017,48254.32,4
Vizcaya,2018,42709.51,4
Vizcaya,2019,42324.29,4
Vizcaya,2020,32858.44,4
Vizcaya,2021,68349.19,4
Vizcaya,2022,47372.11,4
Vizcaya,2023,70420.49,4
Vizcaya,2024,35662.63,4
Vizcaya,2025,58867.7,4
Vizcaya,2026,3746.04,1
Zamora,2004,22704.3,4
Zamora,2005,20582.3,4
Zamora,2006,25275.7,4
Zamora,2007,46043.868500000004,4
Zamora,2008,15243.57,4
Zamora,2009,14231.96,4
Zamora,2010,7435.57,4
Zamora,2011,5983.1,4
Zamora,2012,4107.2300000000005,4
Zamora,2013,3641.4300000000003,4
Zamora,2014,5235.71,4
Zamora,2015,4961.89,4
Zamora,2016,1626.3100000000002,4
Zamora,2017,4841.93,4
Zamora,2018,4872.77,4
Zamora,2019,4170.45,4
Zamora,2020,4402.61,4
Zamora,2021,7859.91,4
Zamora,2022,2302.7000000000003,4
Zamora,2023,5488.51,4
Zamora,2024,2709.33,4
Zamora,2025,5095.23,4
Zamora,2026,575.67,1
Zaragoza,2004,488438.2,4
Zaragoza,2005,732043.7,4
Zaragoza,2006,384444.0,4
Zaragoza,2007,535781.33407,4
Zaragoza,2008,486525.25,4
Zaragoza,2009,290126.17,4
Zaragoza,2010,71418.22,4
Zaragoza,2011,63928.020000000004,4
Zaragoza,2012,47753.95,4
Zaragoza,2013,35070.12,4
Zaragoza,2014,22899.75,4
Zaragoza,2015,48455.1,4
Zaragoza,2016,62145.82,4
Zaragoza,2017,38269.83,4
Zaragoza,2018,40061.09,4
Zaragoza,2019,39541.66,4
Zaragoza,2020,34313.31,4
Zaragoza,2021,166917.61,4
Zaragoza,2022,42314.09,4
Zaragoza,2023,44772.479999999996,4
Zaragoza,2024,46621.18,4
Zaragoza,2025,69725.31999999999,4
Zaragoza,2026,18099.58,1
Álava,2004,182516.7,4
Álava,2005,140550.9,4
Álava,2006,162172.4,4
Álava,2007,183429.84221,4
Álava,2008,114052.02,4
Álava,2009,105031.47,4
Álava,2010,39189.19,4
Álava,2011,15694.0,4
Álava,2012,12429.22,4
Álava,2013,9147.759999999998,4
Álava,2014,7869.41,4
Álava,2015,13825.779999999999,4
Álava,2016,13686.93,4
Álava,2017,8648.65,4
Álava,2018,11968.83,4
Álava,2019,14462.359999999999,4
Álava,2020,25660.239999999998,4
Álava,2021,29155.21,4
Álava,2022,39917.63,4
Álava,2023,15062.88,4
Álava,2024,42973.78,4
Álava,2025,23135.65,4
Álava,2026,7057.56,1
